Timestamp,FUN_Q1,FUN_Q2,FUN_Q3,FUN_Q4,FUN_Q5,SAD_Q1,SAD_Q2,SAD_Q3,SAD_Q4,SAD_Q5,English,Gender,Race,Age,Degree,Reading,Glasses,SpritzAns,Comments,t1,t2,t3,t4,t5,t6,t7,t8,t9,FirstType,FirstEssay,Code
12/2/2014 0:31:26,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,100,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,Black or African American,26,Bachelor’s degree,"Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,,13406,17442,37241,77857,52954,7575,102670,50429,32582,Spritz,Fun,4an5c6
12/2/2014 0:31:27,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,28,Associate or technical degree,"Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,"It's hard to go back and take in details of what you are reading, sometimes I go back and reread sentences.",11995,11880,143284,40469,21301,29704,97938,70550,81280,Normal,Fun,tb4ec0
12/2/2014 0:31:49,4,An active break where students act out activities.,Dr. Spock,Less off-task behavior,Ontario primary schools,240,27,Fear longer than Anxiety,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,23,Bachelor’s degree,"Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,,27531,5230,57543,51758,30908,66901,98863,33098,33684,Normal,Sad,jzp8t2
12/2/2014 0:31:50,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Quebec primary schools,240,17,Guilt longer than Shame,The events that cause it are more traumatic.,University of Ghent,Yes,Female,White,53,Bachelor’s degree,"Books or e-books, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,it went too fast in parts,76541,23671,96645,77176,14151,8471,82841,33568,75923,Normal,Sad,gv0mo2
12/2/2014 0:32:02,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Maine elementary schools,240,7,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,27,Associate or technical degree,"Books or e-books, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,The words flash quickly so if it had lasted longer than it did I would have lost focus. It takes more effort to focus on just one word at a time and it would give me a headache looking at flashing words all the time.,10414,23841,23169,74967,57130,7632,124206,53715,137236,Spritz,Fun,sfl9u8
12/2/2014 0:32:03,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,Asian / Pacific Islander,28,"Some college, no degree","Books or e-books, Magazine articles or blogs, Text messages and social media",No,I have used a reading technology like this multiple times to read articles online.,,3975,7732,27503,107608,38464,4911,70707,51949,46150,Spritz,Sad,ny04sc
12/2/2014 0:32:26,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,17,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,52,Bachelor’s degree,"Books or e-books, Text messages and social media",Yes,I have never used a reading technology like this before.,The Spritz didn't allow me to reread. ,11961,9986,24071,74517,19472,9259,60900,34604,52405,Spritz,Fun,lwqxe5
12/2/2014 0:32:30,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Quebec primary schools,5,17,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Amsterdam,Yes,Female,White,25,"Some college, no degree","Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,"it felt like I wasn't going to remember much, but I did!",6292,18079,78793,8417,44801,19251,14838,68197,79761,Spritz,Fun,a0bhd2
12/2/2014 0:32:45,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Amsterdam,Yes,Male,Asian / Pacific Islander,23,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,,15894,42874,37409,101996,43919,12626,151006,35306,52328,Spritz,Sad,q91e40
12/2/2014 0:33:05,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Fear longer than Anxiety,You need more time to mull over and cope with what happened to fully comprehend it.,University of Marburg,Yes,Male,White,29,"Some college, no degree","Books or e-books, Text messages and social media",No,I have never used a reading technology like this before.,I felt more active while using the reading technology. Can't really re-read a hard concept over again with ease.,8407,9749,132676,47710,25043,25598,104569,82846,195797,Normal,Fun,dcrob9
12/2/2014 0:33:40,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Happier students,Quebec primary schools,40,27,Shame longer than Guilt,Sadness has less importance than Happiness.,University of Leuven,Yes,Female,Other,27,High school diploma,I don’t read any of these materials often.,No,I have never used a reading technology like this before.,if there is any wrong then i am extreemly sorry sir. it is very nice to work with you in this survey. thank you so much sir.,3213,1332,257509,11805,43746,31518,155069,36321,105773,Normal,Fun,wecnhp
12/2/2014 0:34:02,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Fear longer than Anxiety,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,43,"Some college, no degree","Books or e-books, Magazine articles or blogs",Yes,I have never used a reading technology like this before.,hard to remember what you read because it was too fast and you cannot rescan it,11703,16623,24384,98457,36058,39340,87649,72754,75841,Spritz,Sad,ybpwym
12/2/2014 0:34:09,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,33,Bachelor’s degree,Text messages and social media,No,I have never used a reading technology like this before.,"The benefit would be that it required a great deal of attention and focus to follow. However, if I missed something, I could not go back and re-read it. ",16057,7588,86410,34900,11718,23477,101290,46448,92588,Normal,Fun,gsrkdr
12/2/2014 0:34:14,4,A Fitness Under Nine minutes interval.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Fear longer than Anxiety,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,30,Bachelor’s degree,Magazine articles or blogs,No,I have never used a reading technology like this before.,The first trial made me focus more,13479,9806,39575,104351,31614,3033,15932,28583,35010,Spritz,Sad,5mcxoe
12/2/2014 0:34:24,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,17,Fear longer than Anxiety,The events that cause it are more traumatic.,University of Marburg,Yes,Male,White,28,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media",No,I have never used a reading technology like this before.,,2006,1989,24793,74363,51665,1912,33166,15296,26075,Spritz,Fun,z109c7
12/2/2014 0:34:36,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,40,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,32,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,"I had trouble processing what I read and keeping up at the same time in a few spots. Overall I was able to keep up, but not 100%.",12694,25562,58691,103478,52060,6409,137833,25261,98918,Spritz,Sad,efngsw
12/2/2014 0:34:46,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,21,Associate or technical degree,"Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,It was slower than I normally read,5397,4743,53962,20936,2761,52151,95997,19921,30687,Normal,Fun,fyz6su
12/2/2014 0:34:50,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,21,"Some college, no degree","Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,"Trying to read with Spritz was a lot more stressful - without the ability to pause or go back I felt like I could hardly blink or look away for a moment without missing something. And if I did miss something, misread a word, or get confused by a typo or word whose apparent meaning became different after further context, I couldn't go back to re-read and confirm the overall meaning of the sentence. In general I felt the speed was too fast, especially since it was equal for longer, more complex words. It does have the effect of focusing your attention on the individual words more, at least at first, compared to normal reading where you may gloss over parts of the sentences. But the Spritz reading was so demanding on my focus and my eyes that they became fatigued quickly, and a few words would blur by before I could tune back in.",4567,8377,155131,38518,12304,36023,80411,29903,275001,Normal,Sad,goiio1
12/2/2014 0:34:50,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,40,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,23,High school diploma,I don’t read any of these materials often.,Yes,I have never used a reading technology like this before.,,25275,26050,27392,97673,69128,8867,127961,34360,74653,Spritz,Sad,durlmn
12/2/2014 0:34:57,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Students eating more nutritional food,Boston middle schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,59,"Some college, no degree","Books or e-books, Text messages and social media",Yes,I have never used a reading technology like this before.,Words flashed on the screen too fast. I couldn't keep up. ,9926,11079,220367,258866,30339,23529,76511,54587,75417,Normal,Sad,j82jtk
12/2/2014 0:35:01,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Quebec primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,Asian / Pacific Islander,34,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,It seems to help better with speed reading and keeps me more focused.,6645,4061,137272,108866,11175,30385,76145,43092,46350,Normal,Sad,t557z7
12/2/2014 0:35:14,20 minutes,A Fitness Under Nine minutes interval.,Dr. Spock,More rowdy behavior,Boston middle schools,240,17,Shame longer than Guilt,The events that cause it are more traumatic.,University of Leuven,Yes,Male,White,36,Bachelor’s degree,"Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,,2503,2270,6808,1352,27502,2658,25064,34501,40207,Spritz,Fun,1nlcj2
12/2/2014 0:35:15,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,40,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Amsterdam,Yes,Female,White,47,Graduate degree / PhD or Professional Degree,"Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,,3860,12964,27839,99708,42710,4079,61688,30925,29173,Spritz,Sad,att28o
12/2/2014 0:35:29,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Quebec primary schools,40,37,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,43,Bachelor’s degree,"Books or e-books, Text messages and social media",No,I have never used a reading technology like this before.,I enjoyed it.,10100,12018,105433,67661,16981,23833,75894,32553,51911,Normal,Sad,n5vzq1
12/2/2014 0:35:31,4,A Fitness Under Nine minutes interval.,Dr. Brendon Gurd and Jasmine Ma,Happier students,Ontario primary schools,240,27,Fear longer than Anxiety,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,33,"Some college, no degree",Text messages and social media,No,I have never used a reading technology like this before.,the technology was way too fast and difficult,9546,20196,26651,91099,54801,7309,120864,50506,67983,Spritz,Fun,1ijdra
12/2/2014 0:35:35,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Quebec primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,25,Bachelor’s degree,"Books or e-books, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,I liked how it forced me to pay attention,256767,4644,34486,111208,35512,6173,55062,40191,71970,Spritz,Sad,o3ltez
12/2/2014 0:35:40,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,34,Bachelor’s degree,"Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,i get way too distracted for that. it was annoying.,4797,369860,26105,100988,41316,5212,52429,46589,52283,Spritz,Sad,xp9f5l
12/2/2014 0:35:57,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Fear longer than Anxiety,You need more time to mull over and cope with what happened to fully comprehend it.,University of Ghent,Yes,Female,White,22,"Some college, no degree","Books or e-books, Text messages and social media",Yes,I have never used a reading technology like this before.,,12575,8270,108986,25799,31750,23426,97599,43970,33419,Normal,Fun,c2gy7f
12/2/2014 0:36:25,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,35,Associate or technical degree,"Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,"A challenge for a semi-slower reader, but not bad.",24623,53966,47332,129502,87641,38218,194985,55812,114526,Spritz,Sad,ytjypi
12/2/2014 0:36:27,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,Asian / Pacific Islander,21,"Some college, no degree","Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,"The downside to this is that the technology moved quickly, sometimes too quick. ",9051,5310,88995,54751,10666,24970,76682,75718,79780,Normal,Sad,w7orma
12/2/2014 0:37:13,10 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Ghent,Yes,Male,White,29,"Some college, no degree",Books or e-books,No,I have never used a reading technology like this before.,thanks,7608,68466,22095,100449,25384,6014,51976,20991,33315,Spritz,Sad,lqt9rq
12/2/2014 0:37:13,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Amsterdam,Yes,Male,White,32,"Some college, no degree","Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have tried using a reading technology like this before once or twice before.,Your speed was too fast. It's been a while since I tried it. I also tried it with having different speeds of text. ,9872,6220,107895,136720,12509,22164,102870,27690,60431,Normal,Fun,9qffsj
12/2/2014 0:37:33,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Fear longer than Anxiety,The events that cause it are more traumatic.,University of Leuven,Yes,Male,White,28,"Some college, no degree",Books or e-books,No,I have never used a reading technology like this before.,,15176,5910,96575,45033,19899,26266,102638,35429,30494,Normal,Fun,us8w20
12/2/2014 0:37:44,20 minutes,A Fitness Under Nine minutes interval.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Boston middle schools,40,7,Guilt longer than Shame,Happiness is fleeting.,University of Ghent,Yes,Female,White,18,"Some college, no degree","Books or e-books, Text messages and social media",No,I have used a reading technology like this multiple times to read articles online.,,37978,2139,51406,15474,8665,23806,87316,10492,25301,Normal,Sad,f8zsyr
12/2/2014 0:37:47,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Boston middle schools,240,27,Fear longer than Anxiety,Happiness is fleeting.,University of Leuven,No,Female,Asian / Pacific Islander,34,Graduate degree / PhD or Professional Degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,,8842,138888,37861,77408,45995,3253,51665,315290,39774,Spritz,Fun,isqb07
12/2/2014 0:38:01,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,The events that cause it are more traumatic.,University of Leuven,Yes,Female,White,27,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,was able to focus on each word,10895,11864,138949,37513,19050,24070,98533,41149,43912,Normal,Fun,h3dy1v
12/2/2014 0:38:11,4,A Fitness Under Nine minutes interval.,Bayard Marius,More rowdy behavior,Maine elementary schools,240,17,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Ghent,Yes,Female,White,33,Bachelor’s degree,Text messages and social media,No,I have never used a reading technology like this before.,,2008,798,12640,12344,2144,1760,1296,10038,23455,Normal,Sad,l02n0t
12/2/2014 0:38:22,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Maine elementary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,30,"Some college, no degree",Books or e-books,No,I have tried using a reading technology like this before once or twice before.,,14402,22552,13147,89763,4256,22947,78099,25082,21531,Normal,Sad,laja4l
12/2/2014 0:38:32,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,17,Fear longer than Anxiety,The events that cause it are more traumatic.,University of Leuven,No,Male,White,32,High school diploma,"Books or e-books, Professional documents like emails or reports",No,I have never used a reading technology like this before.,keeps u more focused,7093,14013,27882,476547,48598,132748,70008,42559,48826,Spritz,Sad,khk2em
12/2/2014 0:38:35,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,100,7,Shame longer than Guilt,Happiness is fleeting.,University of Ghent,Yes,Female,White,42,Graduate degree / PhD or Professional Degree,"Science and technology journals, Text messages and social media",No,I have used a reading technology like this multiple times to read articles online.,The first article did not appear :/,3874,5151,25499,8884,59180,3410,99310,42480,56053,Spritz,Sad,hyib66
12/2/2014 0:38:43,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Happier students,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,44,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,,39658,20192,77391,146482,14097,23606,82984,26428,37231,Normal,Sad,v6tuxl
12/2/2014 0:38:50,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Quebec primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,28,Bachelor’s degree,"Books or e-books, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,"It worked fine, however it was very fast!",13314,7087,96384,40034,22077,23744,97713,36093,41260,Normal,Fun,lcgbrn
12/2/2014 0:38:52,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,21,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media",Yes,I have never used a reading technology like this before.,"Hard to get a true feel for the text, and hard to remain focused to catch every word",2940,1888,33407,48459,8390,22590,74054,25386,50351,Normal,Sad,xddbvl
12/2/2014 0:38:56,20 minutes,An active break where students act out activities.,Dr. Spock,Happier students,Ontario primary schools,240,27,Guilt longer than Shame,The events that cause it are more traumatic.,University of Leuven,Yes,Female,White,25,"Some college, no degree","Science and technology journals, Magazine articles or blogs, Text messages and social media",No,I have never used a reading technology like this before.,,16509,78768,169609,29425,69412,48524,63114,43771,34946,Spritz,Fun,a21s0y
12/2/2014 0:39:18,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Quebec primary schools,240,7,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,Asian / Pacific Islander,33,Bachelor’s degree,"Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I am familiar with and use other speed reading techniques.,IT IMPROVE MY MIND ABILITY,26126,13058,120409,115989,17361,45737,81710,80136,68420,Normal,Sad,bk9m5h
12/2/2014 0:39:37,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,More rowdy behavior,Quebec primary schools,40,17,Guilt longer than Shame,The events that cause it are more traumatic.,University of Marburg,Yes,Male,Black or African American,26,High school diploma,"Books or e-books, Science and technology journals, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,,17947,14708,36788,88120,41894,4082,84891,27597,47290,Spritz,Fun,mtasfv
12/2/2014 0:39:47,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Maine elementary schools,240,27,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,Asian / Pacific Islander,27,Associate or technical degree,Books or e-books,No,I have tried using a reading technology like this before once or twice before.,,7926,7152,103894,54537,21359,27246,99258,34155,29812,Normal,Fun,sivuph
